(!= null),TRAIL_LAMBDA,COMPANION_OBJECT,NULL_DEREF,Token(token=DOT_SAFE),Token(token=ELVIS),Token(token=RANGE),Name(name=run),Name(name=let),Name(name=also),Name(name=apply),Name(name=with),filename
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-sewer-Bill-Calculator-1-2014-51
0,21,1,6,0,0,2,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-667
0,0,0,0,4,4,0,0,0,0,0,0,kotlinCode-ohma-DmsExplorer-1-2016-6
0,1,0,0,0,0,1,0,0,0,0,0,kotlinCode-jbmlair-DiscogsBrowser-1-2017-74
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-MaximPestryako-visualmath-android-15-2016-10
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-n1ls-Vertretungen-32-2017-9
0,0,1,0,0,0,0,0,0,0,0,0,kotlinCode-Almas-FXGL-2-2015-23
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-rRemi-APlayer-6-2016-88
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-timusu-Shuttle-3-2017-21
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-776
2,0,1,1,0,0,0,0,0,0,0,0,kotlinCode-SKrotki-eMia-Android-7-2018-12
2,1,1,12,0,0,0,0,0,0,0,0,kotlinCode-Taishi--KArchi-21-2017-12
0,0,0,0,0,0,0,0,0,0,0,3,kotlinCode-viorg-Photon-22-2016-2
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-mozilla-mobil-FirefoxData-android-57-2017-0
0,4,0,0,0,0,0,0,0,0,0,0,kotlinCode-neari-Android-UI-Bindings-84-2017-5
1,11,1,5,17,2,0,0,3,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-89
0,3,0,0,0,0,0,0,0,0,0,0,kotlinCode-iSoro-uhabits-0-2014-23
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-jbmlair-DiscogsBrowser-1-2017-25
0,2,0,2,0,0,0,0,0,0,0,1,kotlinCode-CeuiLiS-Pixiv-android-4-2018-5
0,0,1,0,0,0,0,0,0,0,0,0,kotlinCode-EmmanuelMes-Simple-Accounting-13-2016-32
0,0,1,0,0,0,0,0,0,0,0,1,kotlinCode-Blank-AndroidUtilCode-5-2016-87
0,0,1,0,0,0,0,0,0,0,0,0,kotlinCode-Blank-AndroidUtilCode-5-2016-11
0,0,1,0,2,2,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-531
0,2,0,0,2,0,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-425
0,1,0,0,0,0,0,0,0,0,0,0,kotlinCode-Zhuinde-simple-stack-2-2017-29
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-dkhmelenk-Varis-Android-0-2015-27
3,1,0,4,0,0,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-471
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-565
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-checkou-frames-android-15-2018-6
0,0,0,0,0,2,0,0,0,0,1,0,kotlinCode-twiceyua-RetroPreference-13-2017-11
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-Loong--Android-Showcase-28-2016-14
0,0,1,0,0,0,0,0,0,0,0,0,kotlinCode-Blank-AndroidUtilCode-5-2016-40
0,2,0,0,0,0,0,0,0,0,0,0,kotlinCode-kickstarte-android-oss-16-2016-5
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-DV-showcase-android-18-2017-38
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-Zhuinde-simple-stack-2-2017-78
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-TryGhos-Ghost-Android-27-2017-8
4,9,0,1,1,1,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-474
0,1,0,0,0,0,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-534
0,23,1,0,0,3,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-420
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-dkhmelenk-Varis-Android-0-2015-76
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-twiceyua-RetroPreference-13-2017-40
0,0,0,0,0,0,0,0,0,0,1,0,kotlinCode-sewer-Bill-Calculator-1-2014-34
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-MartinStamenkovsk-PrefsManager-62-2018-1
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-487
1,16,0,0,11,0,0,0,3,0,10,0,kotlinCode-iSoro-uhabits-0-2014-17
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-jbmlair-DiscogsBrowser-1-2017-11
0,4,0,0,0,0,1,0,0,0,0,0,kotlinCode-LachlanMcKe-gsonpath-7-2016-7
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-tonyofranci-Fetch-22-2017-0
0,0,0,0,0,2,0,0,0,0,0,0,kotlinCode-harry145-burstcoin-explorer-android-6-2018-4
8,7,1,16,57,0,0,0,0,0,0,1,kotlinCode-icaronune-PopCornShow-1-2018-28
0,5,1,0,1,0,0,0,0,0,0,0,kotlinCode-Almas-FXGL-2-2015-17
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-commons-ap-apps-android-commons-9-2015-49
0,1,0,0,0,0,0,0,0,0,0,0,kotlinCode-timusu-Shuttle-3-2017-15
8,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-orgzl-orgzly-android-4-2017-4
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-ohma-DmsExplorer-1-2016-19
1,1,0,4,5,0,0,0,0,0,1,2,kotlinCode-icaronune-PopCornShow-1-2018-7
0,0,1,3,1,0,0,0,0,0,0,0,kotlinCode-Taishi--KArchi-21-2017-26
0,12,1,6,3,1,0,0,3,0,3,3,kotlinCode-HoraApp-LeafPic-40-2016-1
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-SKrotki-eMia-Android-7-2018-5
0,0,0,0,1,0,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-742
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-Zhuinde-simple-stack-2-2017-3
0,3,0,0,0,0,0,0,0,0,0,0,kotlinCode-fennifit-Alarmio-17-2017-6
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-sewer-Bill-Calculator-1-2014-65
0,0,0,1,0,0,0,0,0,0,0,0,kotlinCode-Ufkok-AndroidMVPHelper-14-2016-31
0,2,0,0,0,0,0,0,0,0,2,0,kotlinCode-iSoro-uhabits-0-2014-46
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-MaximPestryako-visualmath-android-15-2016-24
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-jbmlair-DiscogsBrowser-1-2017-40
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-mariusros-secretchat-36-2017-2
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-KazaKag-Factolize-56-2017-3
0,1,0,0,0,0,0,0,0,0,0,0,kotlinCode-ohma-preference-activity-compat-26-2018-0
1,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-ohma-DmsExplorer-1-2016-48
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-TryGhos-Ghost-Android-27-2017-11
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-qualaro-android-sdk-68-2017-12
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-commons-ap-apps-android-commons-9-2015-18
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-timusu-Shuttle-3-2017-44
0,1,0,0,0,0,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-596
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-607
1,0,0,2,8,0,0,0,0,0,0,0,kotlinCode-vase4ki-TeamCityApp-4-2016-10
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-398
0,8,1,0,8,0,0,0,2,0,0,0,kotlinCode-firebas-quickstart-android-42-2016-10
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-thomas-bouvie-insapp-android-8-2016-31
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-LimFangChu-ccs_v2-14-2018-14
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-r21nom-art-watch-4-2015-36
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-Sserra9-Livebox-3-2018-76
0,0,1,1,0,0,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-149
0,1,0,0,0,0,0,0,0,0,1,0,kotlinCode-iSoro-uhabits-0-2014-2
1,0,0,8,1,0,0,0,0,0,0,0,kotlinCode-raybritto-ui-inspector-android-library-41-2017-5
0,1,0,0,0,0,0,0,0,0,0,0,kotlinCode-vase4ki-TeamCityApp-4-2016-41
0,1,0,0,1,0,0,0,0,0,1,0,kotlinCode-googl-santa-tracker-android-1-2015-66
0,1,1,3,0,0,2,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-13
0,8,1,0,17,0,0,0,8,0,0,0,kotlinCode-k0shk0s-FastHub-23-2017-24
0,1,1,0,1,0,0,0,0,0,1,0,kotlinCode-Sserra9-Livebox-3-2018-27
0,2,1,0,0,0,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-118
1,26,1,10,14,0,0,0,8,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-289
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-chrisluca-repo-android-2-122-2017-7
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-MateuszWolkowic-PodcastPlayerMy-10-2018-2
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-satoshican-HalalFoodChecker-42-2017-0
0,1,0,0,1,0,0,0,1,0,0,0,kotlinCode-kinecosyste-kin-core-android-34-2018-2
0,4,0,0,0,0,0,0,0,0,0,0,kotlinCode-wordpress-mobil-WordPress-FluxC-Android-7-2015-16
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-Umweltzon-Umweltzone-23-2015-6
0,4,0,1,4,0,0,0,2,0,0,0,kotlinCode-fennifit-Alarmio-17-2017-15
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-bihe083-readhub-android-24-2017-18
0,1,0,0,0,1,0,0,0,0,1,0,kotlinCode-thaapas-jalkametri-android-6-2017-24
2,7,1,0,7,1,0,0,1,2,0,0,kotlinCode-ohma-DmsExplorer-1-2016-189
0,2,0,0,1,0,0,0,1,0,0,0,kotlinCode-wordpress-mobil-WordPress-FluxC-Android-7-2015-47
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-NeoTer-NeoTerm-15-2017-10
0,0,1,0,0,0,0,0,0,0,0,0,kotlinCode-Sserra9-Livebox-3-2018-85
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-jink-Style-9-2016-32
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-matoelorriag-pokemon-26-2016-3
2,5,1,3,40,0,0,0,0,0,1,1,kotlinCode-sazi-aiub-app-75-2017-1
1,9,1,3,6,0,0,1,3,0,2,0,kotlinCode-Maxr199-MaxLock-4-2014-2
0,5,1,0,0,0,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-27
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-r21nom-art-watch-4-2015-53
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-Sserra9-Livebox-3-2018-13
0,2,0,0,0,0,0,1,0,0,0,0,kotlinCode-k0shk0s-FastHub-23-2017-10
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-Haydar-SimpleMusicPlayer-35-2017-7
1,5,0,1,0,0,0,0,0,0,0,0,kotlinCode-vase4ki-TeamCityApp-4-2016-75
0,0,1,0,0,0,0,0,0,0,0,0,kotlinCode-se-bastiaa-Marietje-Android-8-2015-10
1,4,0,0,0,0,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-178
0,1,0,0,0,0,0,0,0,0,0,0,kotlinCode-googl-santa-tracker-android-1-2015-52
2,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-76
1,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-alexandruds-University-timetable-Android-21-2015-5
1,1,1,1,0,0,0,0,0,0,0,0,kotlinCode-nbossar-packlist-36-2015-0
0,1,1,0,0,0,0,0,0,0,0,1,kotlinCode-Blank-AndroidUtilCode-5-2016-112
0,11,0,6,0,0,0,0,0,0,0,0,kotlinCode-k0shk0s-FastHub-23-2017-41
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-Sserra9-Livebox-3-2018-42
0,0,0,1,0,0,0,0,0,0,0,0,kotlinCode-WellingtonCost-convalida-11-2017-7
3,5,1,27,0,0,0,0,0,0,0,0,kotlinCode-LimFangChu-ccs_v2-14-2018-20
0,9,0,1,3,2,0,0,0,0,0,0,kotlinCode-jorgegil9-All-NBA-6-2015-9
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-129
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-vase4ki-TeamCityApp-4-2016-24
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-Sent-android-framework-41-2015-0
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-ariedo-thetale_android-2-2018-28
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-mochixua-AndroidNote-92-2017-0
0,0,1,0,0,0,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-85
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-sukhbee-ChatApp-5-2019-1
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-duartepint-basic-typing-benchmark-android-125-2017-1
5,5,1,2,2,1,0,0,3,0,0,0,kotlinCode-orgzl-orgzly-android-4-2017-18
0,1,0,0,0,0,0,0,0,0,0,0,kotlinCode-skydove-PreferenceRoom-50-2017-0
0,1,0,0,0,0,0,0,0,0,0,0,kotlinCode-wordpress-mobil-WordPress-FluxC-Android-7-2015-4
1,1,0,0,3,3,0,0,0,0,0,0,kotlinCode-thaapas-jalkametri-android-6-2017-10
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-jorgegil9-All-NBA-6-2015-31
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-thaapas-jalkametri-android-6-2017-9
1,1,0,4,0,0,0,0,0,0,0,0,kotlinCode-vase4ki-TeamCityApp-4-2016-86
0,4,0,0,0,0,0,0,0,0,0,0,kotlinCode-wordpress-mobil-WordPress-FluxC-Android-7-2015-22
11,23,0,1,1,2,0,0,0,0,0,0,kotlinCode-jorgegil9-All-NBA-6-2015-21
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-Loong--Android-Showcase-28-2016-9
3,11,0,0,2,1,0,0,0,0,0,0,kotlinCode-wordpress-mobil-WordPress-FluxC-Android-7-2015-32
1,5,0,1,0,0,0,0,0,0,0,0,kotlinCode-vase4ki-TeamCityApp-4-2016-96
0,0,1,0,0,0,0,0,0,0,0,0,kotlinCode-divvu-giellakbd-android-3-2014-14
0,0,0,1,0,0,0,0,0,0,0,0,kotlinCode-hidro-materialistic-13-2015-15
1,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-hluhovsky-CameraButton-87-2017-1
0,0,0,1,0,0,0,0,0,0,0,0,kotlinCode-amanshuraikwa-splash-5-2018-22
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-harry145-burstcoin-explorer-android-6-2018-12
0,1,0,0,0,0,0,1,0,0,0,0,kotlinCode-Almas-FXGL-2-2015-189
1,1,1,19,0,0,0,0,0,0,0,0,kotlinCode-NeoTer-NeoTerm-15-2017-4
0,0,0,1,0,0,0,0,0,0,0,0,kotlinCode-wordpress-mobil-WordPress-FluxC-Android-7-2015-63
0,1,0,0,0,0,0,0,0,0,0,0,kotlinCode-appliver-applivery-android-sdk-26-2015-3
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-jink-Style-9-2016-16
0,1,1,0,0,0,0,0,0,0,0,0,kotlinCode-Vorlonsof-AndroidRate-31-2017-6
2,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-95
1,0,0,2,0,0,0,0,0,0,0,1,kotlinCode-JodelRaccoon-JodelXposed-19-2016-12
1,2,0,2,0,0,0,0,0,0,0,0,kotlinCode-vase4ki-TeamCityApp-4-2016-34
3,1,0,4,0,0,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-139
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-2
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-futuric-freesound-android-12-2016-9
0,0,1,1,0,0,0,0,0,0,1,0,kotlinCode-thomas-bouvie-insapp-android-8-2016-15
0,2,1,32,0,0,0,0,0,0,0,0,kotlinCode-ariedo-thetale_android-2-2018-38
2,2,1,0,1,1,0,0,1,0,0,0,kotlinCode-googl-santa-tracker-android-1-2015-13
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-requer-requery-5-2015-20
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-hidro-materialistic-13-2015-1
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-pushtorefres-storio-2-2014-1
0,5,1,0,0,0,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-66
0,0,1,3,0,0,0,0,0,0,0,0,kotlinCode-nani9-GoNoteIt-9-2018-1
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-r21nom-art-watch-4-2015-12
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-Sserra9-Livebox-3-2018-52
0,1,0,0,2,0,0,0,0,0,0,0,kotlinCode-Blank-AndroidUtilCode-5-2016-102
0,1,1,0,7,0,0,0,0,0,0,1,kotlinCode-MateuszWolkowic-PodcastPlayerMy-10-2018-11
1,1,0,4,0,0,0,0,0,0,0,0,kotlinCode-vase4ki-TeamCityApp-4-2016-65
0,4,0,0,0,0,0,0,0,0,0,0,kotlinCode-permissions-dispatche-PermissionsDispatcher-15-2015-8
0,1,0,2,1,1,0,0,0,0,0,1,kotlinCode-EZLE-iNeed-App-Android-30-2017-18
0,1,0,0,0,0,0,0,0,0,1,0,kotlinCode-googl-santa-tracker-android-1-2015-42
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-yevhenii-kanivet-Money-Tracker-27-2015-1
0,0,1,0,0,0,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-37
0,8,0,0,0,0,0,0,0,0,0,0,kotlinCode-futuric-freesound-android-12-2016-22
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-Harsh209-Bingo-26-2017-2
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-dbran-unitconverter-android-30-2015-0
0,1,0,0,0,0,0,0,0,0,0,0,kotlinCode-r21nom-art-watch-4-2015-43
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-jink-Style-9-2016-22
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-wajahatkarim-DBFlowManager-Hyperion-Plugin-39-2018-0
0,1,0,0,1,1,0,0,1,0,0,0,kotlinCode-wordpress-mobil-WordPress-FluxC-Android-7-2015-57
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-why16-AndroidProjects-39-2016-5
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-amanshuraikwa-splash-5-2018-16
0,0,1,1,0,0,0,0,0,0,0,0,kotlinCode-BlackBoxVisio-mvp-helpers-21-2016-8
0,2,1,0,0,1,0,0,0,0,0,0,kotlinCode-ohma-DmsExplorer-1-2016-199
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-nimbleh-nimbl3-moe-62-2017-2
11,21,0,1,1,2,0,0,0,0,0,0,kotlinCode-jorgegil9-All-NBA-6-2015-15
0,1,1,5,0,0,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-6
0,0,0,1,0,0,0,0,0,0,0,0,kotlinCode-hidro-materialistic-13-2015-21
1,0,0,2,0,0,0,0,0,0,0,0,kotlinCode-divvu-giellakbd-android-3-2014-20
0,3,1,0,1,0,0,0,0,0,0,0,kotlinCode-futuric-freesound-android-12-2016-16
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-rachitmishr-lyte-19-2017-17
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-Laugslande-fontys-swipe-38-2017-3
0,1,1,0,0,0,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-299
0,3,0,0,0,0,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-108
2,8,2,0,1,2,0,0,0,0,0,0,kotlinCode-Sserra9-Livebox-3-2018-37
4,1,0,0,0,0,0,0,0,0,0,0,kotlinCode-k0shk0s-FastHub-23-2017-34
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-vase4ki-TeamCityApp-4-2016-51
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-tarek36-Instacapture-17-2016-4
0,0,1,0,0,0,0,0,0,0,0,0,kotlinCode-vascom-fogtail-121-2017-0
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-159
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-Sserra9-Livebox-3-2018-66
0,1,0,0,0,0,0,0,0,0,0,0,kotlinCode-r21nom-art-watch-4-2015-26
1,3,0,3,4,0,0,0,0,0,0,0,kotlinCode-tarek36-Instacapture-17-2016-18
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-388
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-sorcererx-SorceryIconPack-10-2016-18
1,0,0,2,0,1,0,0,0,0,0,0,kotlinCode-requer-requery-5-2015-14
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-k0shk0s-FastHub-23-2017-3
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-thomas-bouvie-insapp-android-8-2016-21
5,0,0,2,0,6,0,0,0,0,0,0,kotlinCode-googl-santa-tracker-android-1-2015-27
3,17,1,2,1,0,0,5,0,0,0,0,kotlinCode-Almas-FXGL-2-2015-56
0,0,0,0,1,0,0,0,0,0,0,0,kotlinCode-luhaoaimama-zone-sdk-18-2016-5
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-ohma-DmsExplorer-1-2016-58
1,8,0,14,0,0,0,0,0,0,0,0,kotlinCode-CeuiLiS-Pixiv-android-4-2018-23
1,0,0,0,0,0,0,1,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-492
0,4,0,0,0,0,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-703
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-586
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-Ufkok-AndroidMVPHelper-14-2016-21
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-sewer-Bill-Calculator-1-2014-75
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-jbmlair-DiscogsBrowser-1-2017-50
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-MikeFo-android--sample-architecture-23-2018-0
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-tonyofranci-Fetch-22-2017-11
0,3,1,0,0,0,0,0,0,0,1,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-752
0,0,1,0,0,0,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-497
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-583
3,1,0,4,0,0,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-612
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-EmmanuelMes-Simple-Accounting-13-2016-0
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-sewer-Bill-Calculator-1-2014-24
6,0,1,20,0,0,0,0,0,0,0,0,kotlinCode-icaronune-PopCornShow-1-2018-38
2,0,0,2,0,0,0,0,0,0,0,0,kotlinCode-EmmanuelMes-Simple-Accounting-13-2016-16
8,2,0,0,0,0,0,0,1,0,0,0,kotlinCode-linzhenglose-FishFamily-7-2017-24
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-dkhmelenk-Varis-Android-0-2015-66
0,1,0,0,0,0,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-524
0,0,0,0,0,0,0,0,0,0,0,0,kotlinCode-jink-Style-9-2016-5
3,3,1,3,0,1,0,0,0,0,0,1,kotlinCode-tuskyap-Tusky-9-2017-11
